[ 2016-09-21T19:15:52+08:00 ] /wd/ | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:15:54+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-21T19:15:54+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-21T19:15:54+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:15:54+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:15:54+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:16+08:00 ] /wd/index.php/Common/Checkaccount | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-09-21T19:19:17+08:00 ] /wd/index.php/Common/Checkaccount | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.010000s ]
[ 2016-09-21T19:19:17+08:00 ] /wd/index.php/Common/Checkaccount | SQL: SELECT `id` FROM `hd_user` WHERE ( `account` = 'test001' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:23+08:00 ] /wd/index.php/Common/Checkusername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-09-21T19:19:24+08:00 ] /wd/index.php/Common/Checkusername | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.000000s ]
[ 2016-09-21T19:19:24+08:00 ] /wd/index.php/Common/Checkusername | SQL: SELECT `id` FROM `hd_user` WHERE ( `username` = '测试00011' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/checkVerify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/checkVerify | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/checkVerify | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/checkVerify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/checkVerify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/checkVerify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/register | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/register | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/register | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/register | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/register | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:33+08:00 ] /wd/index.php/Common/register | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | SQL: SHOW COLUMNS FROM `hd_user` [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | SQL: SELECT `id` FROM `hd_user` WHERE ( `account` = 'test001' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | SQL: SELECT `id` FROM `hd_user` WHERE ( `username` = '测试00011' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | SQL: INSERT INTO `hd_user` (`account`,`username`,`password`,`logintime`,`loginip`,`registime`) VALUES ('test001','测试00011','1c63129ae9db9c60c3e8aa94d3e00495',1474456774,'127.0.0.1',1474456774) [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_template ] --START--
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run LocationTemplate Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_template ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_parse ] --START--
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run ParseTemplate Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_filter ] --START--
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_end ] --START--
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:34+08:00 ] /wd/index.php/Common/register | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --START--
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --START--
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-21T19:19:36+08:00 ] /wd/index.php | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Run ParseTemplate Behavior [ RunTime:1.043009s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:1.043009s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --START--
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --START--
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:19:37+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-21T19:31:48+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:31:48+08:00 ] /wd/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:48+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --START--
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --START--
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-21T19:31:49+08:00 ] /wd/index.php | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Run ParseTemplate Behavior [ RunTime:1.021002s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:1.021002s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --START--
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --START--
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:31:50+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-21T19:31:54+08:00 ] /wd/index.php/Common/login | ERR: (ThinkException) 非法操作login
[ 2016-09-21T19:31:57+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:31:57+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:31:57+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:31:57+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:31:57+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:31:57+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --START--
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --START--
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-21T19:33:31+08:00 ] /wd/index.php | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Run ParseTemplate Behavior [ RunTime:1.033004s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:1.033004s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --START--
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --START--
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:33:32+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-09-21T19:33:36+08:00 ] /wd/index.php/Index/login | ERR: (ThinkException) 非法操作login
[ 2016-09-21T19:35:08+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:35:08+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.010000s ]
[ 2016-09-21T19:35:08+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.010000s ]
[ 2016-09-21T19:35:08+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:35:08+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:08+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --START--
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --START--
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\phpStudy\WWW\wd\Index\Lib\TagLib\TagLibHd.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | NOTIC: [8] Undefined index: @attributes TagLib.class.php 第 120 行.
[ 2016-09-21T19:35:11+08:00 ] /wd/index.php | NOTIC: [2] array_change_key_case() expects parameter 1 to be array, null given TagLib.class.php 第 120 行.
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | NOTIC: [8] Undefined offset: 0 Model.class.php 第 270 行.
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Run ParseTemplate Behavior [ RunTime:1.032002s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:1.032002s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --START--
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --START--
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-09-21T19:35:12+08:00 ] /wd/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-09-21T19:35:13+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2016-09-21T19:35:13+08:00 ] /wd/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-09-21T19:35:13+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-09-21T19:35:13+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T19:35:13+08:00 ] /wd/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-09-21T19:35:13+08:00 ] /wd/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
